n r0 start_temp cooling_rate energy
1 4.242640687119286 1500 29 17.16475247349293
0 4.242640687119286 2250 29 17.180717023509256
2 4.242640687119286 2000 5 17.141833268957996
2 4.242640687119286 1000 9 17.137331894973023
2 4.242640687119286 1500 8 17.10129407940126
2 4.242640687119286 2000 10 17.111795239960045
1 4.242640687119286 3000 15 17.25941156178935
2 4.242640687119286 1750 9 17.193932829234903
2 4.242640687119286 1750 19 17.11177597983896
1 4.242640687119286 2000 5 17.197695590626665
2 4.242640687119286 1250 10 17.11178049463447
1 4.242640687119286 2750 14 17.197208825272142
0 4.242640687119286 1000 27 17.216546335930616
2 4.242640687119286 1500 28 17.18035587221291
2 4.242640687119286 1000 13 17.176364059450865
2 4.242640687119286 2250 7 17.12342974680249
1 4.242640687119286 3000 11 17.261856511861854
2 4.242640687119286 1750 14 17.20815862828145
2 4.242640687119286 1500 17 17.111787167935084
1 4.242640687119286 1250 27 17.149561181508552
2 4.242640687119286 1000 23 17.26564784320169
2 4.242640687119286 1250 20 17.210512955059627
2 4.242640687119286 2000 6 17.22963797315758
1 4.242640687119286 2250 30 17.143954440400996
2 4.242640687119286 1500 12 17.176177700140684
1 4.242640687119286 2000 23 17.201733434223744
0 4.242640687119286 2500 27 17.156852391363177
1 4.242640687119286 2250 20 17.16385047281588
2 4.242640687119286 2000 16 17.152646212875528
1 4.242640687119286 2000 6 17.223671882258284
1 4.242640687119286 2500 17 17.129688610759246
2 4.242640687119286 1500 9 17.23412417876269
2 4.242640687119286 2250 13 17.13105986725052
2 4.242640687119286 1250 15 17.173132588754846
1 4.242640687119286 3000 26 17.20983937874398
1 4.242640687119286 2500 4 17.130617722190575
2 4.242640687119286 2500 4 17.201178667354803
1 4.242640687119286 2750 24 17.1923422885904
0 4.242640687119286 2000 27 17.141236495185282
0 4.242640687119286 3000 27 17.130703296108024
1 4.242640687119286 2000 28 17.111805480567412
2 4.242640687119286 1750 10 17.248334154615144
0 4.242640687119286 1500 27 17.249030593017984
2 4.242640687119286 2000 11 17.219827969064706
1 4.242640687119286 2750 19 17.21439931516597
1 4.242640687119286 2750 29 17.211807932063568
2 4.242640687119286 1000 18 17.170290641445405
2 4.242640687119286 2250 8 17.15268423599073
2 4.242640687119286 1250 11 17.11177987269513
1 4.242640687119286 1750 21 17.189303252983954
2 4.242640687119286 2000 7 17.234960709139706
2 4.242640687119286 1750 25 17.173150023317675
1 4.242640687119286 2250 25 17.111780822169926
1 4.242640687119286 2500 5 17.17314531447812
2 4.242640687119286 2500 5 17.264587887865275
2 4.242640687119286 2000 22 17.214284059452183
2 4.242640687119286 1250 26 17.152576683116486
1 4.242640687119286 3000 12 17.226300133900285
2 4.242640687119286 1000 14 17.20562294355625
1 4.242640687119286 3000 16 17.131077958598357
2 4.242640687119286 1500 23 17.181782414625665
2 4.242640687119286 2750 7 17.12319663432862
1 4.242640687119286 2750 15 17.21409358787559
1 4.242640687119286 2500 27 17.11179957055589
2 4.242640687119286 2500 10 17.222165313863087
2 4.242640687119286 1000 29 17.25174072629035
0 4.242640687119286 1750 30 17.111790846895182
1 4.242640687119286 2500 22 17.186251132920923
1 4.242640687119286 3000 21 17.152529593558693
2 4.242640687119286 2250 19 17.239606317766942
2 4.242640687119286 1750 15 17.194039386811863
2 4.242640687119286 1500 13 17.173104273488878
2 4.242640687119286 1750 20 17.141831164596823
1 4.242640687119286 2500 6 17.152667401292934
2 4.242640687119286 2000 8 17.153049718608393
2 4.242640687119286 2000 28 17.203602498667316
2 4.242640687119286 1750 11 17.194834103790726
2 4.242640687119286 2250 9 17.226584768261272
2 4.242640687119286 2500 6 17.11180032903778
2 4.242640687119286 3000 4 17.1311522835359
2 4.242640687119286 2250 14 17.13066680131085
2 4.242640687119286 1500 18 17.216646705386797
2 4.242640687119286 2500 16 17.101308666467414
2 4.242640687119286 2750 13 17.132827914418066
1 4.242640687119286 1750 26 17.18583682693449
2 4.242640687119286 2000 12 17.16601639686672
1 4.242640687119286 2500 18 17.139909775317225
0 4.242640687119286 1250 30 17.13070424694434
