n r0 friction energy
1 4.242640687119286 0.44794224953089595 17.198392551856067
2 4.242640687119286 0.09162455104041053 17.16432374464264
1 4.242640687119286 0.05090252835578363 17.165363437588667
2 4.242640687119286 0.3563176984904854 17.148852047681235
0 4.242640687119286 0.6719133742963439 17.18534326167938
1 4.242640687119286 0.8449819707060082 17.153869701679465
0 4.242640687119286 0.2748736531212316 17.111787052492367
2 4.242640687119286 0.4886642722155228 17.155183187148104
0 4.242640687119286 0.010180505671156725 17.207580310720893
0 4.242640687119286 0.14252707939619416 17.152498221802265
0 4.242640687119286 0.5395668005713065 17.177282667103167
1 4.242640687119286 0.5802888232559333 17.24090781340378
0 4.242640687119286 0.8042599480213812 17.130880781071372
2 4.242640687119286 0.22397112476544798 17.210515877779713
1 4.242640687119286 0.9773285444310456 17.162604989490006
1 4.242640687119286 0.7126353969809708 17.21030550700313
0 4.242640687119286 0.407220226846269 17.199291186753186
1 4.242640687119286 0.18324910208082107 17.176851063743957
0 4.242640687119286 0.9366065217464187 17.21472813972392
1 4.242640687119286 0.31559567580585846 17.12300833792289
2 4.242640687119286 0.10180505671156727 17.156353584972926
1 4.242640687119286 0.4581227552020526 17.176134350124663
1 4.242640687119286 0.06108303402694035 17.144424865548423
2 4.242640687119286 0.36649820416164214 17.17251099668224
2 4.242640687119286 0.4988447778866795 17.131120324114292
2 4.242640687119286 0.23415163043660467 17.111802430817676
0 4.242640687119286 0.02036101134231345 17.152728852033164
0 4.242640687119286 0.15270758506735085 17.184977291835246
0 4.242640687119286 0.28505415879238827 17.183279611548475
1 4.242640687119286 0.8551624763771649 17.182016426150938
0 4.242640687119286 0.5497473062424632 17.18829998913173
1 4.242640687119286 0.7228159026521275 17.111799034449817
1 4.242640687119286 0.1934296077519778 17.226860001607882
0 4.242640687119286 0.814440453692538 17.262226086391358
0 4.242640687119286 0.6820938799675006 17.236258566963162
1 4.242640687119286 0.59046932892709 17.199033740027645
0 4.242640687119286 0.4174007325174257 17.12258207881495
1 4.242640687119286 0.9875090501022024 17.20387027534452
0 4.242640687119286 0.9467870274175754 17.188268499638813
1 4.242640687119286 0.3257761814770152 17.205746657553146
2 4.242640687119286 0.11198556238272396 17.141252005340156
0 4.242640687119286 0.030541517013470174 17.25823880425242
2 4.242640687119286 0.2443321361077614 17.237747523708865
2 4.242640687119286 0.5090252835578363 17.15380964063025
1 4.242640687119286 0.46830326087320934 17.14266875501491
2 4.242640687119286 0.3766787098327989 17.24662568131186
0 4.242640687119286 0.1628880907385076 17.240261461704854
1 4.242640687119286 0.07126353969809707 17.122558270802436
1 4.242640687119286 0.2036101134231345 17.235038832657885
1 4.242640687119286 0.6006498345982468 17.194011466591256
0 4.242640687119286 0.8246209593636947 17.152520307347935
1 4.242640687119286 0.8653429820483216 17.132021424641167
0 4.242640687119286 0.42758123818858246 17.143534144354817
0 4.242640687119286 0.295234664463545 17.15491415821113
0 4.242640687119286 0.6922743856386573 17.122553100357287
1 4.242640687119286 0.7329964083232843 17.164166043977087
0 4.242640687119286 0.5599278119136198 17.233401463687024
1 4.242640687119286 0.997689555773359 17.111784658316815
0 4.242640687119286 0.9569675330887321 17.1564657146645
1 4.242640687119286 0.33595668714817195 17.186437386266327
2 4.242640687119286 0.1221660680538807 17.14293913940405
0 4.242640687119286 0.0407220226846269 17.11178717329883
0 4.242640687119286 0.17306859640966432 17.264136185961625
2 4.242640687119286 0.519205789228993 17.222713765270132
2 4.242640687119286 0.3868592155039555 17.122587524764043
1 4.242640687119286 0.47848376654436603 17.11178419045605
2 4.242640687119286 0.25451264177891814 17.173533112317408
1 4.242640687119286 0.21379061909429123 17.203149591166397
0 4.242640687119286 0.8348014650348514 17.24572480474663
1 4.242640687119286 0.0814440453692538 17.239480692511755
1 4.242640687119286 1.0078700614445157 17.25471962184951
1 4.242640687119286 0.743176913994441 17.208047087499192
0 4.242640687119286 0.4377617438597392 17.153877129302558
0 4.242640687119286 0.7024548913098141 17.215126696951515
1 4.242640687119286 0.8755234877194784 17.152769342333706
0 4.242640687119286 0.5701083175847765 17.172746992628184
1 4.242640687119286 0.6108303402694035 17.141308638066636
0 4.242640687119286 0.30541517013470176 17.122884670404872
0 4.242640687119286 0.9671480387598889 17.223563682766194
1 4.242640687119286 0.34613719281932864 17.180704547044286
0 4.242640687119286 0.18324910208082107 17.14123017142225
2 4.242640687119286 0.13234657372503744 17.174403031550874
0 4.242640687119286 0.05090252835578363 17.143276631937653
1 4.242640687119286 0.4886642722155228 17.177855674981245
2 4.242640687119286 0.2646931474500749 17.16477133508542
2 4.242640687119286 0.5293862949001498 17.115941299411908
2 4.242640687119286 0.39703972117511227 17.200156253167755
1 4.242640687119286 0.09162455104041053 17.12263314846114
1 4.242640687119286 0.22397112476544798 17.122536130576364
