n surf.density surf.n r0 start_temp cooling_rate energy/atom
57 12.148003803837238 81 4.9290980521465055 2000 10 0.18437904601863697
37 12.148003803837238 81 4.9290980521465055 2000 10 0.1772984734105948
277 12.148003803837238 81 4.9290980521465055 2000 10 0.18009216399796732
97 12.148003803837238 81 4.9290980521465055 2000 10 0.17820457107930845
152 12.148003803837238 81 4.9290980521465055 2000 10 0.19204890866166832
2 12.148003803837238 81 4.9290980521465055 2000 10 0.1820326572713871
227 12.148003803837238 81 4.9290980521465055 2000 10 0.17662339733019958
102 12.148003803837238 81 4.9290980521465055 2000 10 0.17613606244271818
7 12.148003803837238 81 4.9290980521465055 2000 10 0.18325057234255487
222 12.148003803837238 81 4.9290980521465055 2000 10 0.17604195631967853
212 12.148003803837238 81 4.9290980521465055 2000 10 0.1784361335066856
237 12.148003803837238 81 4.9290980521465055 2000 10 0.18815674401915292
117 12.148003803837238 81 4.9290980521465055 2000 10 0.1977724602474776
242 12.148003803837238 81 4.9290980521465055 2000 10 0.17982557723418963
132 12.148003803837238 81 4.9290980521465055 2000 10 0.17744111226871398
157 12.148003803837238 81 4.9290980521465055 2000 10 0.17492811044646242
182 12.148003803837238 81 4.9290980521465055 2000 10 0.18161073066217223
17 12.148003803837238 81 4.9290980521465055 2000 10 0.17587938941449494
207 12.148003803837238 81 4.9290980521465055 2000 10 0.17519178588580883
72 12.148003803837238 81 4.9290980521465055 2000 10 0.17694959872601584
177 12.148003803837238 81 4.9290980521465055 2000 10 0.17596385137625337
262 12.148003803837238 81 4.9290980521465055 2000 10 0.1768123929223459
27 12.148003803837238 81 4.9290980521465055 2000 10 0.18274933993590117
187 12.148003803837238 81 4.9290980521465055 2000 10 0.17656434064066467
87 12.148003803837238 81 4.9290980521465055 2000 10 0.18252124797663222
127 12.148003803837238 81 4.9290980521465055 2000 10 0.1742419983284078
22 12.148003803837238 81 4.9290980521465055 2000 10 0.17618493996735918
192 12.148003803837238 81 4.9290980521465055 2000 10 0.1770823920288896
67 12.148003803837238 81 4.9290980521465055 2000 10 0.17633929397818301
197 12.148003803837238 81 4.9290980521465055 2000 10 0.17747444499626727
162 12.148003803837238 81 4.9290980521465055 2000 10 0.1785662923638964
77 12.148003803837238 81 4.9290980521465055 2000 10 0.18531574173881052
107 12.148003803837238 81 4.9290980521465055 2000 10 0.18487447360694553
257 12.148003803837238 81 4.9290980521465055 2000 10 0.17863848460295242
142 12.148003803837238 81 4.9290980521465055 2000 10 0.1776760876388037
82 12.148003803837238 81 4.9290980521465055 2000 10 0.18149450525564204
92 12.148003803837238 81 4.9290980521465055 2000 10 0.17705363389187254
32 12.148003803837238 81 4.9290980521465055 2000 10 0.18822730404570623
272 12.148003803837238 81 4.9290980521465055 2000 10 0.18026556186308826
147 12.148003803837238 81 4.9290980521465055 2000 10 0.18566961338835097
42 12.148003803837238 81 4.9290980521465055 2000 10 0.1756378255765259
172 12.148003803837238 81 4.9290980521465055 2000 10 0.19339302943651274
62 12.148003803837238 81 4.9290980521465055 2000 10 0.176735573276401
47 12.148003803837238 81 4.9290980521465055 2000 10 0.17730087884776893
137 12.148003803837238 81 4.9290980521465055 2000 10 0.17801250988470474
247 12.148003803837238 81 4.9290980521465055 2000 10 0.1775577655711003
252 12.148003803837238 81 4.9290980521465055 2000 10 0.1794075505631123
52 12.148003803837238 81 4.9290980521465055 2000 10 0.18701536827301082
233 12.148003803837238 81 4.9290980521465055 2000 10 0.17657728708805584
168 12.148003803837238 81 4.9290980521465055 2000 10 0.17885596326872252
13 12.148003803837238 81 4.9290980521465055 2000 10 0.1860415661226116
203 12.148003803837238 81 4.9290980521465055 2000 10 0.17896514501230698
113 12.148003803837238 81 4.9290980521465055 2000 10 0.17438744144317955
268 12.148003803837238 81 4.9290980521465055 2000 10 0.18221975315493336
58 12.148003803837238 81 4.9290980521465055 2000 10 0.1766930636323706
98 12.148003803837238 81 4.9290980521465055 2000 10 0.1759070122654086
8 12.148003803837238 81 4.9290980521465055 2000 10 0.17590618458820845
228 12.148003803837238 81 4.9290980521465055 2000 10 0.17648567966857923
3 12.148003803837238 81 4.9290980521465055 2000 10 0.1762253930585978
38 12.148003803837238 81 4.9290980521465055 2000 10 0.1745879988187203
103 12.148003803837238 81 4.9290980521465055 2000 10 0.1946243127234732
278 12.148003803837238 81 4.9290980521465055 2000 10 0.1743038477798284
123 12.148003803837238 81 4.9290980521465055 2000 10 0.17615530715002348
118 12.148003803837238 81 4.9290980521465055 2000 10 0.18256673585017183
238 12.148003803837238 81 4.9290980521465055 2000 10 0.18179568637719323
243 12.148003803837238 81 4.9290980521465055 2000 10 0.17973568436884776
213 12.148003803837238 81 4.9290980521465055 2000 10 0.18689248746142356
153 12.148003803837238 81 4.9290980521465055 2000 10 0.17506989139793264
218 12.148003803837238 81 4.9290980521465055 2000 10 0.1792652938266384
158 12.148003803837238 81 4.9290980521465055 2000 10 0.1755256385647827
128 12.148003803837238 81 4.9290980521465055 2000 10 0.17892685293169078
188 12.148003803837238 81 4.9290980521465055 2000 10 0.20941736920552612
28 12.148003803837238 81 4.9290980521465055 2000 10 0.18664971380636058
183 12.148003803837238 81 4.9290980521465055 2000 10 0.1765983489175148
208 12.148003803837238 81 4.9290980521465055 2000 10 0.19232236665979918
163 12.148003803837238 81 4.9290980521465055 2000 10 0.18038689483192127
148 12.148003803837238 81 4.9290980521465055 2000 10 0.17415527768199313
108 12.148003803837238 81 4.9290980521465055 2000 10 0.175617430725733
18 12.148003803837238 81 4.9290980521465055 2000 10 0.17626537188540545
133 12.148003803837238 81 4.9290980521465055 2000 10 0.1763768701590004
223 12.148003803837238 81 4.9290980521465055 2000 10 0.18281075781834766
178 12.148003803837238 81 4.9290980521465055 2000 10 0.1784644995549968
48 12.148003803837238 81 4.9290980521465055 2000 10 0.1906398611226032
33 12.148003803837238 81 4.9290980521465055 2000 10 0.17474301613469148
173 12.148003803837238 81 4.9290980521465055 2000 10 0.1755208598130607
68 12.148003803837238 81 4.9290980521465055 2000 10 0.18586697146086548
258 12.148003803837238 81 4.9290980521465055 2000 10 0.17600037778312547
83 12.148003803837238 81 4.9290980521465055 2000 10 0.17848349569244787
78 12.148003803837238 81 4.9290980521465055 2000 10 0.17815235239236474
73 12.148003803837238 81 4.9290980521465055 2000 10 0.1745077813132699
193 12.148003803837238 81 4.9290980521465055 2000 10 0.18131615372030355
88 12.148003803837238 81 4.9290980521465055 2000 10 0.1748600177738314
23 12.148003803837238 81 4.9290980521465055 2000 10 0.17828738013234266
263 12.148003803837238 81 4.9290980521465055 2000 10 0.17823937803166065
143 12.148003803837238 81 4.9290980521465055 2000 10 0.18039026397852667
198 12.148003803837238 81 4.9290980521465055 2000 10 0.1829021625933694
273 12.148003803837238 81 4.9290980521465055 2000 10 0.18333209898946184
248 12.148003803837238 81 4.9290980521465055 2000 10 0.17543359041927184
138 12.148003803837238 81 4.9290980521465055 2000 10 0.1789796517495462
63 12.148003803837238 81 4.9290980521465055 2000 10 0.18143437470373172
93 12.148003803837238 81 4.9290980521465055 2000 10 0.17630275895528605
253 12.148003803837238 81 4.9290980521465055 2000 10 0.18543562644426986
43 12.148003803837238 81 4.9290980521465055 2000 10 0.18025737335698594
53 12.148003803837238 81 4.9290980521465055 2000 10 0.18122430426298283
169 12.148003803837238 81 4.9290980521465055 2000 10 0.17765252989436034
234 12.148003803837238 81 4.9290980521465055 2000 10 0.17612150740981022
204 12.148003803837238 81 4.9290980521465055 2000 10 0.17823279565058814
14 12.148003803837238 81 4.9290980521465055 2000 10 0.17646935046789558
9 12.148003803837238 81 4.9290980521465055 2000 10 0.1745978633747643
269 12.148003803837238 81 4.9290980521465055 2000 10 0.18092764779444903
114 12.148003803837238 81 4.9290980521465055 2000 10 0.1809693727141966
99 12.148003803837238 81 4.9290980521465055 2000 10 0.18482949027156942
124 12.148003803837238 81 4.9290980521465055 2000 10 0.17610075373831482
39 12.148003803837238 81 4.9290980521465055 2000 10 0.17606965613100706
239 12.148003803837238 81 4.9290980521465055 2000 10 0.18097879573728032
229 12.148003803837238 81 4.9290980521465055 2000 10 0.18151482144844516
59 12.148003803837238 81 4.9290980521465055 2000 10 0.17905874985540415
279 12.148003803837238 81 4.9290980521465055 2000 10 0.17452322078714122
119 12.148003803837238 81 4.9290980521465055 2000 10 0.17651354931990673
129 12.148003803837238 81 4.9290980521465055 2000 10 0.174598026925813
244 12.148003803837238 81 4.9290980521465055 2000 10 0.17862391491589033
104 12.148003803837238 81 4.9290980521465055 2000 10 0.18561264409150596
29 12.148003803837238 81 4.9290980521465055 2000 10 0.17572380621848388
159 12.148003803837238 81 4.9290980521465055 2000 10 0.17766817686770053
214 12.148003803837238 81 4.9290980521465055 2000 10 0.1765160148613567
164 12.148003803837238 81 4.9290980521465055 2000 10 0.17978856640066435
189 12.148003803837238 81 4.9290980521465055 2000 10 0.17653849523137663
4 12.148003803837238 81 4.9290980521465055 2000 10 0.18917491468874278
19 12.148003803837238 81 4.9290980521465055 2000 10 0.18850132233826863
109 12.148003803837238 81 4.9290980521465055 2000 10 0.18949793069846485
219 12.148003803837238 81 4.9290980521465055 2000 10 0.20572339821597704
134 12.148003803837238 81 4.9290980521465055 2000 10 0.17639250502919526
209 12.148003803837238 81 4.9290980521465055 2000 10 0.17656601005733077
49 12.148003803837238 81 4.9290980521465055 2000 10 0.17689704795293523
154 12.148003803837238 81 4.9290980521465055 2000 10 0.17947337174479833
149 12.148003803837238 81 4.9290980521465055 2000 10 0.17880038208986904
69 12.148003803837238 81 4.9290980521465055 2000 10 0.1928008951559632
84 12.148003803837238 81 4.9290980521465055 2000 10 0.17472915020957955
89 12.148003803837238 81 4.9290980521465055 2000 10 0.1766015995218492
34 12.148003803837238 81 4.9290980521465055 2000 10 0.18632203275719608
224 12.148003803837238 81 4.9290980521465055 2000 10 0.17760651653006412
24 12.148003803837238 81 4.9290980521465055 2000 10 0.18271642899118193
179 12.148003803837238 81 4.9290980521465055 2000 10 0.17442056097560835
74 12.148003803837238 81 4.9290980521465055 2000 10 0.1806378007320437
194 12.148003803837238 81 4.9290980521465055 2000 10 0.1804282029808279
184 12.148003803837238 81 4.9290980521465055 2000 10 0.17821059700083322
259 12.148003803837238 81 4.9290980521465055 2000 10 0.17464583576875198
79 12.148003803837238 81 4.9290980521465055 2000 10 0.1869226265234031
144 12.148003803837238 81 4.9290980521465055 2000 10 0.17698014580888877
139 12.148003803837238 81 4.9290980521465055 2000 10 0.1765548047694327
264 12.148003803837238 81 4.9290980521465055 2000 10 0.17962636383826702
274 12.148003803837238 81 4.9290980521465055 2000 10 0.17699536363710724
199 12.148003803837238 81 4.9290980521465055 2000 10 0.1751710270557455
174 12.148003803837238 81 4.9290980521465055 2000 10 0.18156476647571748
64 12.148003803837238 81 4.9290980521465055 2000 10 0.17645939736028696
249 12.148003803837238 81 4.9290980521465055 2000 10 0.17623022644233494
94 12.148003803837238 81 4.9290980521465055 2000 10 0.17773211446334158
44 12.148003803837238 81 4.9290980521465055 2000 10 0.17469184371713803
254 12.148003803837238 81 4.9290980521465055 2000 10 0.17675934193233633
54 12.148003803837238 81 4.9290980521465055 2000 10 0.18097718637726523
280 12.148003803837238 81 4.9290980521465055 2000 10 0.17790667327741894
295 12.148003803837238 81 4.9290980521465055 2000 10 0.1757874214560208
305 12.148003803837238 81 4.9290980521465055 2000 10 0.17599845383806817
300 12.148003803837238 81 4.9290980521465055 2000 10 0.18373466489756454
310 12.148003803837238 81 4.9290980521465055 2000 10 0.18753256146471628
285 12.148003803837238 81 4.9290980521465055 2000 10 0.17422911324157478
290 12.148003803837238 81 4.9290980521465055 2000 10 0.17927387582396717
315 12.148003803837238 81 4.9290980521465055 2000 10 0.19302733035666236
320 12.148003803837238 81 4.9290980521465055 2000 10 0.179873847421261
345 12.148003803837238 81 4.9290980521465055 2000 10 0.1779263285812514
330 12.148003803837238 81 4.9290980521465055 2000 10 0.17622313295135106
360 12.148003803837238 81 4.9290980521465055 2000 10 0.1760167759536427
370 12.148003803837238 81 4.9290980521465055 2000 10 0.17819454049714203
335 12.148003803837238 81 4.9290980521465055 2000 10 0.1770775150591764
395 12.148003803837238 81 4.9290980521465055 2000 10 0.17823563963898528
405 12.148003803837238 81 4.9290980521465055 2000 10 0.1948526032006843
385 12.148003803837238 81 4.9290980521465055 2000 10 0.17588559129668105
390 12.148003803837238 81 4.9290980521465055 2000 10 0.18315298465950627
325 12.148003803837238 81 4.9290980521465055 2000 10 0.1818278770377271
380 12.148003803837238 81 4.9290980521465055 2000 10 0.17806081139344643
355 12.148003803837238 81 4.9290980521465055 2000 10 0.176875400876663
430 12.148003803837238 81 4.9290980521465055 2000 10 0.18774861973343446
340 12.148003803837238 81 4.9290980521465055 2000 10 0.1767044080005428
365 12.148003803837238 81 4.9290980521465055 2000 10 0.1823048304543287
415 12.148003803837238 81 4.9290980521465055 2000 10 0.17609791791102816
425 12.148003803837238 81 4.9290980521465055 2000 10 0.186663179950725
375 12.148003803837238 81 4.9290980521465055 2000 10 0.21053708519197384
410 12.148003803837238 81 4.9290980521465055 2000 10 0.17906833445206588
420 12.148003803837238 81 4.9290980521465055 2000 10 0.17995811112984914
440 12.148003803837238 81 4.9290980521465055 2000 10 0.19031609800092505
400 12.148003803837238 81 4.9290980521465055 2000 10 0.17726427154565444
450 12.148003803837238 81 4.9290980521465055 2000 10 0.18320443797215083
445 12.148003803837238 81 4.9290980521465055 2000 10 0.18403948603042922
435 12.148003803837238 81 4.9290980521465055 2000 10 0.17652347588571957
350 12.148003803837238 81 4.9290980521465055 2000 10 0.1783556622194082
455 12.148003803837238 81 4.9290980521465055 2000 10 0.18063219173110942
480 12.148003803837238 81 4.9290980521465055 2000 10 0.17688875719643848
460 12.148003803837238 81 4.9290980521465055 2000 10 0.18133509626944108
490 12.148003803837238 81 4.9290980521465055 2000 10 0.17776438175838644
520 12.148003803837238 81 4.9290980521465055 2000 10 0.17446505939873264
465 12.148003803837238 81 4.9290980521465055 2000 10 0.174252509739579
470 12.148003803837238 81 4.9290980521465055 2000 10 0.1751072967248454
475 12.148003803837238 81 4.9290980521465055 2000 10 0.1778609444813646
530 12.148003803837238 81 4.9290980521465055 2000 10 0.1765536799442524
485 12.148003803837238 81 4.9290980521465055 2000 10 0.17627713077241083
525 12.148003803837238 81 4.9290980521465055 2000 10 0.17615595052794392
500 12.148003803837238 81 4.9290980521465055 2000 10 0.17638838848383978
495 12.148003803837238 81 4.9290980521465055 2000 10 0.17981753907430226
515 12.148003803837238 81 4.9290980521465055 2000 10 0.17566787677487353
505 12.148003803837238 81 4.9290980521465055 2000 10 0.17646544527047203
510 12.148003803837238 81 4.9290980521465055 2000 10 0.18498437666862622
535 12.148003803837238 81 4.9290980521465055 2000 10 0.17711871128533366
545 12.148003803837238 81 4.9290980521465055 2000 10 0.18246780447168096
540 12.148003803837238 81 4.9290980521465055 2000 10 0.17881979871755338
550 12.148003803837238 81 4.9290980521465055 2000 10 0.19030054269747745
555 12.148003803837238 81 4.9290980521465055 2000 10 0.18520352521541766
281 12.148003803837238 81 4.9290980521465055 2000 10 0.18942395319854985
296 12.148003803837238 81 4.9290980521465055 2000 10 0.17667197930720355
301 12.148003803837238 81 4.9290980521465055 2000 10 0.17678106175474842
291 12.148003803837238 81 4.9290980521465055 2000 10 0.17588324074599257
306 12.148003803837238 81 4.9290980521465055 2000 10 0.18061206258564524
311 12.148003803837238 81 4.9290980521465055 2000 10 0.17478085146264444
286 12.148003803837238 81 4.9290980521465055 2000 10 0.17437361018402686
396 12.148003803837238 81 4.9290980521465055 2000 10 0.17614451267473502
316 12.148003803837238 81 4.9290980521465055 2000 10 0.17635277397173652
331 12.148003803837238 81 4.9290980521465055 2000 10 0.17778476241366412
346 12.148003803837238 81 4.9290980521465055 2000 10 0.18059397746879577
406 12.148003803837238 81 4.9290980521465055 2000 10 0.17668246185468797
321 12.148003803837238 81 4.9290980521465055 2000 10 0.17584320129574607
361 12.148003803837238 81 4.9290980521465055 2000 10 0.17541642720428893
426 12.148003803837238 81 4.9290980521465055 2000 10 0.1784609366370383
391 12.148003803837238 81 4.9290980521465055 2000 10 0.202414032310021
416 12.148003803837238 81 4.9290980521465055 2000 10 0.1762444216898777
356 12.148003803837238 81 4.9290980521465055 2000 10 0.18571417040128035
341 12.148003803837238 81 4.9290980521465055 2000 10 0.17994596493823364
381 12.148003803837238 81 4.9290980521465055 2000 10 0.17707146179080185
431 12.148003803837238 81 4.9290980521465055 2000 10 0.1807028688219538
326 12.148003803837238 81 4.9290980521465055 2000 10 0.1748189628713038
336 12.148003803837238 81 4.9290980521465055 2000 10 0.17464530955021504
386 12.148003803837238 81 4.9290980521465055 2000 10 0.18241689788410018
366 12.148003803837238 81 4.9290980521465055 2000 10 0.1881873238095313
411 12.148003803837238 81 4.9290980521465055 2000 10 0.17769190608776256
441 12.148003803837238 81 4.9290980521465055 2000 10 0.17594195559913164
436 12.148003803837238 81 4.9290980521465055 2000 10 0.17701278388980965
376 12.148003803837238 81 4.9290980521465055 2000 10 0.17734118131294957
421 12.148003803837238 81 4.9290980521465055 2000 10 0.1821120215659359
371 12.148003803837238 81 4.9290980521465055 2000 10 0.17909497727643628
446 12.148003803837238 81 4.9290980521465055 2000 10 0.18129518276113116
451 12.148003803837238 81 4.9290980521465055 2000 10 0.19061810171495888
401 12.148003803837238 81 4.9290980521465055 2000 10 0.1760708446655584
481 12.148003803837238 81 4.9290980521465055 2000 10 0.18125286113527828
461 12.148003803837238 81 4.9290980521465055 2000 10 0.17793245071097197
456 12.148003803837238 81 4.9290980521465055 2000 10 0.17803886891710966
491 12.148003803837238 81 4.9290980521465055 2000 10 0.1767493827837704
351 12.148003803837238 81 4.9290980521465055 2000 10 0.17540802334033506
521 12.148003803837238 81 4.9290980521465055 2000 10 0.1771747921152753
466 12.148003803837238 81 4.9290980521465055 2000 10 0.19174909993310638
526 12.148003803837238 81 4.9290980521465055 2000 10 0.19099523115398573
471 12.148003803837238 81 4.9290980521465055 2000 10 0.1780280517221287
531 12.148003803837238 81 4.9290980521465055 2000 10 0.17735568067360669
486 12.148003803837238 81 4.9290980521465055 2000 10 0.1769533085305331
501 12.148003803837238 81 4.9290980521465055 2000 10 0.17570407578294125
506 12.148003803837238 81 4.9290980521465055 2000 10 0.18398482537241867
476 12.148003803837238 81 4.9290980521465055 2000 10 0.1771269374493529
516 12.148003803837238 81 4.9290980521465055 2000 10 0.18631806345323182
511 12.148003803837238 81 4.9290980521465055 2000 10 0.174546780961983
496 12.148003803837238 81 4.9290980521465055 2000 10 0.17504834765171756
546 12.148003803837238 81 4.9290980521465055 2000 10 0.18558895386361254
536 12.148003803837238 81 4.9290980521465055 2000 10 0.17558700001643995
541 12.148003803837238 81 4.9290980521465055 2000 10 0.17728757392301056
551 12.148003803837238 81 4.9290980521465055 2000 10 0.17501703852389158
556 12.148003803837238 81 4.9290980521465055 2000 10 0.17646626430889073
297 12.148003803837238 81 4.9290980521465055 2000 10 0.18185592294755137
302 12.148003803837238 81 4.9290980521465055 2000 10 0.1804359796027318
282 12.148003803837238 81 4.9290980521465055 2000 10 0.17653572104271345
307 12.148003803837238 81 4.9290980521465055 2000 10 0.1812491310499226
292 12.148003803837238 81 4.9290980521465055 2000 10 0.17762057156254923
312 12.148003803837238 81 4.9290980521465055 2000 10 0.18118631232301624
