venv: /home/niflheim/s215142/thesis-venv/bin/activate
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:  100 19:02:17        7.593562        0.240776
BFGS:    4 19:02:17        5.507633        0.236065
BFGS:   92 19:02:17        7.632599        0.272006
BFGS:   33 19:02:18        5.586069        0.240976
BFGS:    5 19:02:19        5.488292        0.235655
BFGS:   93 19:02:19        7.650328        0.270504
BFGS:   34 19:02:19        5.585477        0.242804
BFGS:   94 19:02:20        7.653210        0.270095
BFGS:    6 19:02:20        5.471616        0.235308
BFGS:   35 19:02:21        5.614906        0.243607
BFGS:   95 19:02:22        7.643486        0.270045
BFGS:    7 19:02:22        5.436739        0.234607
BFGS:   36 19:02:23        5.661263        0.244172
BFGS:   96 19:02:23        7.642865        0.270004
BFGS:    8 19:02:24        5.400859        0.233994
BFGS:   37 19:02:25        5.540668        0.241656
BFGS:   97 19:02:25        7.641693        0.270182
BFGS:    9 19:02:26        5.376791        0.233927
BFGS:   38 19:02:26        5.588288        0.243000
BFGS:   98 19:02:26        7.640020        0.270588
BFGS:   10 19:02:27        5.423140        0.235256
BFGS:   39 19:02:28        5.576409        0.242704
BFGS:   99 19:02:28        7.638126        0.271053
BFGS:   11 19:02:29        5.551635        0.237213
BFGS:   40 19:02:29        5.549029        0.241442
BFGS:  100 19:02:30        7.636287        0.271472
BFGS:   12 19:02:31        5.600660        0.238011
BFGS:   41 19:02:31        5.589422        0.243084
BFGS:   13 19:02:33        5.644320        0.238716
BFGS:   42 19:02:33        5.587017        0.243069
BFGS:   14 19:02:34        5.658208        0.238947
BFGS:   43 19:02:35        5.523985        0.242657
BFGS:   15 19:02:36        5.694903        0.239613
BFGS:   44 19:02:36        5.556217        0.243086
BFGS:   16 19:02:38        5.751208        0.240717
BFGS:   45 19:02:38        5.572860        0.243326
BFGS:   17 19:02:39        5.826813        0.242304
BFGS:   46 19:02:40        5.571676        0.243332
BFGS:   18 19:02:41        5.853711        0.243397
BFGS:   47 19:02:41        5.570625        0.243328
BFGS:   19 19:02:43        5.822239        0.243749
BFGS:   48 19:02:43        5.574891        0.243361
BFGS:   49 19:02:45        5.574991        0.243386
BFGS:   20 19:02:45        5.768346        0.243279
BFGS:   50 19:02:46        5.572451        0.243150
BFGS:   21 19:02:46        5.705231        0.242439
BFGS:   51 19:02:48        5.573638        0.243306
BFGS:   22 19:02:48        5.695744        0.242255
BFGS:   52 19:02:50        5.574596        0.243426
BFGS:   23 19:02:50        5.655415        0.241254
BFGS:   53 19:02:51        5.573100        0.243169
BFGS:   24 19:02:51        5.632702        0.240455
BFGS:   54 19:02:53        5.574017        0.243316
BFGS:   25 19:02:53        5.615707        0.239110
BFGS:   55 19:02:55        5.575667        0.243503
BFGS:   26 19:02:55        5.649229        0.238432
BFGS:   56 19:02:56        5.571697        0.242965
BFGS:   27 19:02:57        5.671082        0.238702
BFGS:   57 19:02:58        5.574210        0.243363
BFGS:   28 19:02:58        5.664148        0.238729
BFGS:   58 19:03:00        5.575392        0.243503
BFGS:   29 19:03:00        5.587670        0.239017
BFGS:   59 19:03:01        5.573985        0.243146
BFGS:   30 19:03:02        5.607959        0.238996
BFGS:   60 19:03:03        5.575561        0.243423
BFGS:   31 19:03:04        5.673972        0.238609
BFGS:   61 19:03:05        5.578434        0.243692
BFGS:   32 19:03:05        5.638062        0.238838
BFGS:   62 19:03:06        5.563748        0.241086
BFGS:   33 19:03:07        5.604716        0.238926
BFGS:   63 19:03:08        5.577270        0.243937
BFGS:   34 19:03:09        5.606148        0.238855
BFGS:   64 19:03:10        5.608296        0.244306
BFGS:   35 19:03:10        5.657022        0.238077
BFGS:   65 19:03:11        5.572983        0.243864
BFGS:   36 19:03:12        5.696215        0.237511
BFGS:   66 19:03:13        5.552026        0.240823
BFGS:   37 19:03:14        5.628237        0.238427
BFGS:   67 19:03:15        5.547163        0.239104
BFGS:   38 19:03:16        5.615930        0.238569
BFGS:   68 19:03:16        5.546907        0.239003
BFGS:   39 19:03:17        5.675392        0.237832
BFGS:   69 19:03:18        5.547517        0.239193
BFGS:   40 19:03:19        5.638774        0.238361
BFGS:   70 19:03:20        5.548166        0.239352
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:03:21        3.934831        0.200877
BFGS:   41 19:03:21        5.617496        0.238687
BFGS:   71 19:03:21        5.548730        0.239466
BFGS:    1 19:03:22        3.934637        0.200932
BFGS:   42 19:03:23        5.672244        0.237768
BFGS:   72 19:03:23        5.549270        0.239559
BFGS:    2 19:03:24        4.108929        0.223343
BFGS:   43 19:03:24        5.635485        0.238364
BFGS:   73 19:03:25        5.549845        0.239645
BFGS:    3 19:03:26        4.140207        0.225288
BFGS:   44 19:03:26        5.620996        0.238542
BFGS:   74 19:03:26        5.550542        0.239737
BFGS:    4 19:03:28        4.121695        0.224151
BFGS:   45 19:03:28        5.670488        0.237970
BFGS:   75 19:03:28        5.551485        0.239847
BFGS:   46 19:03:29        5.635487        0.238430
BFGS:    5 19:03:29        4.111154        0.223464
BFGS:   76 19:03:30        5.552521        0.239957
BFGS:   47 19:03:31        5.622473        0.238613
BFGS:    6 19:03:31        4.090416        0.222013
BFGS:   77 19:03:31        5.553659        0.240065
BFGS:   48 19:03:33        5.662246        0.237995
BFGS:    7 19:03:33        4.064722        0.219994
BFGS:   78 19:03:33        5.554911        0.240175
BFGS:   49 19:03:35        5.636013        0.238389
BFGS:   79 19:03:35        5.556290        0.240286
BFGS:    8 19:03:35        4.032481        0.216926
BFGS:   50 19:03:36        5.626430        0.238498
BFGS:   80 19:03:36        5.557801        0.240399
BFGS:    9 19:03:37        4.010891        0.213550
BFGS:   51 19:03:38        5.656321        0.238188
BFGS:   81 19:03:38        5.559454        0.240515
BFGS:   10 19:03:38        4.036857        0.214568
BFGS:   82 19:03:40        5.561253        0.240634
BFGS:   52 19:03:40        5.638921        0.238403
BFGS:   11 19:03:40        4.125306        0.217977
BFGS:   83 19:03:41        5.563206        0.240756
BFGS:   53 19:03:41        5.628301        0.238551
BFGS:   12 19:03:42        4.161920        0.218386
BFGS:   84 19:03:43        5.565644        0.240901
BFGS:   54 19:03:43        5.648032        0.238260
BFGS:   13 19:03:44        4.189979        0.219047
BFGS:   85 19:03:45        5.568263        0.241051
BFGS:   55 19:03:45        5.639495        0.238379
BFGS:   14 19:03:46        4.201332        0.219791
BFGS:   86 19:03:47        5.571043        0.241204
BFGS:   56 19:03:47        5.632589        0.238460
BFGS:   15 19:03:47        4.245376        0.222386
BFGS:   87 19:03:48        5.573985        0.241361
BFGS:   57 19:03:48        5.646800        0.238306
BFGS:   16 19:03:49        4.298046        0.224893
BFGS:   88 19:03:50        5.577039        0.241519
BFGS:   58 19:03:50        5.641420        0.238377
BFGS:   17 19:03:51        4.367542        0.226772
BFGS:   89 19:03:52        5.580185        0.241679
BFGS:   59 19:03:52        5.632886        0.238500
BFGS:   18 19:03:53        4.370887        0.224678
BFGS:   90 19:03:53        5.583643        0.241852
BFGS:   60 19:03:54        5.640462        0.238392
BFGS:   19 19:03:55        4.248098        0.219090
BFGS:   91 19:03:55        5.587978        0.242067
BFGS:   61 19:03:55        5.640603        0.238392
BFGS:   20 19:03:56        4.158703        0.213501
BFGS:   92 19:03:57        5.594010        0.242363
BFGS:   62 19:03:57        5.642942        0.238099
BFGS:   21 19:03:58        4.173172        0.214515
BFGS:   93 19:03:58        5.600233        0.242668
BFGS:   63 19:03:59        5.664142        0.237479
BFGS:   94 19:04:00        5.606600        0.242980
BFGS:   22 19:04:00        4.190655        0.215706
BFGS:   64 19:04:01        5.739171        0.235586
BFGS:   95 19:04:02        5.613107        0.243301
BFGS:   23 19:04:02        4.214014        0.217201
BFGS:   65 19:04:02        5.663349        0.237500
BFGS:   96 19:04:03        5.619753        0.243631
BFGS:   24 19:04:04        4.243490        0.218821
BFGS:   66 19:04:04        5.604978        0.239171
BFGS:   97 19:04:05        5.626533        0.243971
BFGS:   25 19:04:05        4.259292        0.218712
BFGS:   67 19:04:06        5.566230        0.240557
BFGS:   98 19:04:07        5.633447        0.244322
BFGS:   26 19:04:07        4.179618        0.214220
BFGS:   68 19:04:07        5.547949        0.241544
BFGS:   99 19:04:08        5.640487        0.244683
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:04:08        3.872787        0.194698
BFGS:   27 19:04:09        4.067115        0.206063
BFGS:   69 19:04:09        5.544553        0.242057
BFGS:  100 19:04:10        5.647648        0.245055
BFGS:    1 19:04:10        3.872624        0.194793
BFGS:   28 19:04:11        4.038873        0.204468
BFGS:   70 19:04:11        5.546151        0.242958
BFGS:    2 19:04:12        4.054142        0.212190
BFGS:   29 19:04:12        4.031369        0.203538
BFGS:   71 19:04:13        5.547058        0.244296
BFGS:    3 19:04:14        4.086574        0.213344
BFGS:   30 19:04:14        4.027042        0.203413
BFGS:   72 19:04:14        5.548315        0.245754
BFGS:    4 19:04:16        4.061585        0.212469
BFGS:   73 19:04:16        5.549736        0.247095
BFGS:   31 19:04:16        3.930299        0.197243
BFGS:    5 19:04:18        4.057153        0.212309
BFGS:   74 19:04:18        5.551304        0.248338
BFGS:   32 19:04:18        3.911769        0.195078
BFGS:   75 19:04:19        5.552998        0.249491
BFGS:    6 19:04:20        4.037747        0.211593
BFGS:   33 19:04:20        3.950131        0.196562
BFGS:   76 19:04:21        5.554799        0.250560
BFGS:    7 19:04:21        4.017278        0.210815
BFGS:   34 19:04:21        3.961833        0.197085
BFGS:   77 19:04:23        5.556695        0.251551
BFGS:   35 19:04:23        3.958081        0.196922
BFGS:    8 19:04:23        3.988234        0.209695
BFGS:   78 19:04:25        5.558674        0.252468
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:04:25        2.746331        0.180748
BFGS:   36 19:04:25        3.950293        0.196590
BFGS:    9 19:04:25        3.963966        0.208789
BFGS:   79 19:04:26        5.560724        0.253317
BFGS:    1 19:04:27        2.746114        0.180868
BFGS:   37 19:04:27        3.940726        0.196195
BFGS:   10 19:04:27        3.973277        0.209138
BFGS:   80 19:04:28        5.562837        0.254102
BFGS:    2 19:04:29        2.828567        0.201995
BFGS:   38 19:04:29        3.922301        0.195471
BFGS:   11 19:04:29        4.049499        0.211282
BFGS:   81 19:04:30        5.565004        0.254828
BFGS:   39 19:04:30        3.899080        0.194627
BFGS:    3 19:04:30        2.875988        0.205760
BFGS:   12 19:04:31        4.131369        0.213257
BFGS:   82 19:04:32        5.567218        0.255497
BFGS:   40 19:04:32        3.880313        0.194791
BFGS:    4 19:04:32        2.863060        0.204858
BFGS:   13 19:04:33        4.149123        0.213737
BFGS:   83 19:04:33        5.569473        0.256114
BFGS:   41 19:04:34        3.884942        0.194848
BFGS:    5 19:04:34        2.846431        0.203676
BFGS:   14 19:04:34        4.170688        0.214314
BFGS:   84 19:04:35        5.571839        0.256702
BFGS:   42 19:04:36        3.897348        0.195098
BFGS:    6 19:04:36        2.826288        0.202261
BFGS:   15 19:04:36        4.187275        0.214655
BFGS:   85 19:04:37        5.574317        0.257258
BFGS:   43 19:04:38        3.911122        0.195566
BFGS:    7 19:04:38        2.799475        0.200524
BFGS:   16 19:04:38        4.216505        0.214934
BFGS:   86 19:04:39        5.576824        0.257768
BFGS:   44 19:04:39        3.912179        0.195583
BFGS:   17 19:04:40        4.247948        0.214492
BFGS:    8 19:04:40        2.778898        0.199849
BFGS:   87 19:04:40        5.579350        0.258234
BFGS:   45 19:04:41        3.925703        0.197724
BFGS:   18 19:04:42        4.269447        0.212663
BFGS:   88 19:04:42        5.581889        0.258658
BFGS:    9 19:04:42        2.792875        0.202657
BFGS:   46 19:04:43        3.926102        0.199633
BFGS:   89 19:04:44        5.584435        0.259045
BFGS:   19 19:04:44        4.245327        0.210217
BFGS:   10 19:04:44        2.851669        0.208025
BFGS:   47 19:04:45        3.912694        0.201645
BFGS:   90 19:04:45        5.586983        0.259397
BFGS:   20 19:04:46        4.202637        0.208659
BFGS:   11 19:04:46        2.898913        0.211319
BFGS:   48 19:04:47        3.899098        0.202031
BFGS:   91 19:04:47        5.589528        0.259717
BFGS:   21 19:04:48        4.179585        0.208264
BFGS:   12 19:04:48        2.901871        0.211554
BFGS:   49 19:04:48        3.887561        0.202183
BFGS:   92 19:04:49        5.592065        0.260006
BFGS:   22 19:04:49        4.164463        0.208100
BFGS:   13 19:04:50        2.920275        0.213092
BFGS:   50 19:04:50        3.882901        0.202391
BFGS:   93 19:04:51        5.594620        0.260271
BFGS:   23 19:04:51        4.147620        0.207854
BFGS:   14 19:04:52        2.930395        0.214199
BFGS:   51 19:04:52        3.876607        0.202615
BFGS:   94 19:04:52        5.597196        0.260513
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:04:53        2.982703        0.174243
BFGS:   24 19:04:53        4.129534        0.207302
BFGS:   15 19:04:53        2.956382        0.217811
BFGS:   52 19:04:54        3.869711        0.202862
BFGS:   95 19:04:54        5.599753        0.260730
BFGS:    1 19:04:55        2.982407        0.174296
BFGS:   25 19:04:55        4.107813        0.205779
BFGS:   16 19:04:55        2.974396        0.221546
BFGS:   53 19:04:55        3.862624        0.203126
BFGS:   96 19:04:56        5.602286        0.260925
BFGS:    2 19:04:57        3.107626        0.196609
BFGS:   26 19:04:57        4.098467        0.202452
BFGS:   54 19:04:57        3.867056        0.202897
BFGS:   17 19:04:57        2.967759        0.223489
BFGS:   97 19:04:58        5.604789        0.261098
BFGS:    3 19:04:59        3.083105        0.194984
BFGS:   27 19:04:59        4.115711        0.202364
BFGS:   55 19:04:59        3.877977        0.202910
BFGS:   18 19:04:59        2.927230        0.221629
BFGS:   98 19:04:59        5.607328        0.261256
BFGS:    4 19:05:00        3.060277        0.193280
BFGS:   28 19:05:01        4.131566        0.205005
BFGS:   56 19:05:01        3.884748        0.203141
BFGS:   99 19:05:01        5.609842        0.261396
BFGS:   19 19:05:01        2.898539        0.219553
BFGS:   29 19:05:02        4.161065        0.207462
BFGS:    5 19:05:02        3.048717        0.192357
BFGS:   57 19:05:03        3.890727        0.203316
BFGS:  100 19:05:03        5.612318        0.261519
BFGS:   20 19:05:03        2.898423        0.219515
BFGS:   30 19:05:04        4.167574        0.207473
BFGS:    6 19:05:04        3.016506        0.189498
BFGS:   58 19:05:04        3.893979        0.203416
BFGS:   21 19:05:05        2.890009        0.219018
BFGS:   31 19:05:06        4.129389        0.207657
BFGS:    7 19:05:06        2.996270        0.187188
BFGS:   59 19:05:06        3.897464        0.203532
BFGS:   22 19:05:07        2.875680        0.219335
BFGS:   32 19:05:08        4.175969        0.207405
BFGS:   60 19:05:08        3.904745        0.203764
BFGS:    8 19:05:08        3.011604        0.186680
BFGS:   23 19:05:09        2.846773        0.218750
BFGS:   33 19:05:10        4.179807        0.207353
BFGS:   61 19:05:10        3.911969        0.203801
BFGS:    9 19:05:10        3.073382        0.189467
BFGS:   24 19:05:11        2.832210        0.218269
BFGS:   62 19:05:12        3.908889        0.203543
BFGS:   34 19:05:12        4.198831        0.209169
BFGS:   10 19:05:12        3.096239        0.191325
BFGS:   25 19:05:13        2.826147        0.218323
BFGS:   63 19:05:13        3.890913        0.203055
BFGS:   35 19:05:14        4.192813        0.210232
BFGS:   11 19:05:14        3.111496        0.192743
BFGS:   26 19:05:15        2.822411        0.218169
BFGS:   64 19:05:15        3.887616        0.203151
BFGS:   36 19:05:15        4.146409        0.209277
BFGS:   12 19:05:16        3.118952        0.193455
BFGS:   27 19:05:16        2.704775        0.214599
BFGS:   65 19:05:17        3.898665        0.202957
BFGS:   37 19:05:17        4.073816        0.206795
BFGS:   13 19:05:18        3.136232        0.195087
BFGS:   28 19:05:18        2.707594        0.216797
BFGS:   66 19:05:19        3.891221        0.203063
BFGS:   38 19:05:19        4.023130        0.204599
BFGS:   14 19:05:20        3.158586        0.197003
BFGS:   29 19:05:20        2.721527        0.218287
BFGS:   67 19:05:21        3.889667        0.203093
BFGS:   39 19:05:21        4.002760        0.203747
BFGS:   15 19:05:22        3.189778        0.198973
BFGS:   30 19:05:22        2.723337        0.218443
BFGS:   68 19:05:22        3.896483        0.202998
BFGS:   40 19:05:23        3.997287        0.203686
BFGS:   16 19:05:24        3.200325        0.198779
BFGS:   31 19:05:24        2.727754        0.218860
BFGS:   69 19:05:24        3.894566        0.203024
BFGS:   41 19:05:25        3.994415        0.204347
BFGS:   17 19:05:25        3.158631        0.195842
BFGS:   70 19:05:26        3.886398        0.203219
BFGS:   32 19:05:26        2.739890        0.219352
BFGS:   42 19:05:27        3.992883        0.205312
BFGS:   18 19:05:27        3.110377        0.192583
BFGS:   71 19:05:28        3.885350        0.203271
BFGS:   33 19:05:28        2.730079        0.217868
BFGS:   43 19:05:28        3.991780        0.205720
BFGS:   19 19:05:29        3.097984        0.191660
BFGS:   72 19:05:30        3.897542        0.204949
BFGS:   34 19:05:30        2.686035        0.211108
BFGS:   44 19:05:30        3.992441        0.205419
BFGS:   20 19:05:31        3.087891        0.191050
BFGS:   73 19:05:31        3.884392        0.204529
BFGS:   35 19:05:32        2.664380        0.209479
BFGS:   45 19:05:32        3.992398        0.205424
BFGS:   21 19:05:33        3.060891        0.189777
BFGS:   74 19:05:33        3.884453        0.204202
BFGS:   36 19:05:34        2.623359        0.204928
BFGS:   46 19:05:34        3.990780        0.205563
BFGS:   75 19:05:35        3.885952        0.204905
BFGS:   22 19:05:35        3.025833        0.188854
BFGS:   37 19:05:36        2.638730        0.206989
BFGS:   47 19:05:36        3.985457        0.205965
BFGS:   76 19:05:37        3.884978        0.204747
BFGS:   23 19:05:37        2.984487        0.189240
BFGS:   38 19:05:38        2.643510        0.207636
BFGS:   48 19:05:38        3.979211        0.206350
BFGS:   77 19:05:39        3.884453        0.204591
BFGS:   24 19:05:39        2.963799        0.192027
BFGS:   39 19:05:39        2.655135        0.209076
BFGS:   49 19:05:40        3.972451        0.206612
BFGS:   78 19:05:40        3.885695        0.204890
BFGS:   25 19:05:41        2.986693        0.195874
BFGS:   40 19:05:41        2.668137        0.210270
BFGS:   50 19:05:42        3.971137        0.206395
BFGS:   79 19:05:42        3.885567        0.204869
BFGS:   26 19:05:43        2.985085        0.195971
BFGS:   41 19:05:43        2.677034        0.210663
BFGS:   51 19:05:43        3.974046        0.205907
BFGS:   80 19:05:44        3.884913        0.204685
BFGS:   27 19:05:45        2.992737        0.196131
BFGS:   52 19:05:45        3.977413        0.205496
BFGS:   42 19:05:45        2.682171        0.208821
BFGS:   81 19:05:46        3.885193        0.204694
BFGS:   28 19:05:47        2.987700        0.196025
BFGS:   53 19:05:47        3.980261        0.205140
BFGS:   43 19:05:47        2.656749        0.207557
BFGS:   82 19:05:48        3.896021        0.205454
BFGS:   29 19:05:48        2.888612        0.193045
BFGS:   54 19:05:49        3.983628        0.204621
BFGS:   44 19:05:49        2.615254        0.202831
BFGS:   83 19:05:49        3.904065        0.205914
BFGS:   30 19:05:50        2.884759        0.197025
BFGS:   55 19:05:51        3.987145        0.203788
BFGS:   45 19:05:51        2.625824        0.204179
BFGS:   84 19:05:51        3.894999        0.205259
BFGS:   31 19:05:52        2.882140        0.194380
BFGS:   56 19:05:53        3.988112        0.202600
BFGS:   85 19:05:53        3.902041        0.205819
BFGS:   46 19:05:53        2.633080        0.205034
BFGS:   32 19:05:54        2.891897        0.193893
BFGS:   57 19:05:55        3.981344        0.201430
BFGS:   86 19:05:55        3.905150        0.205967
BFGS:   47 19:05:55        2.641853        0.205795
BFGS:   33 19:05:56        2.879639        0.194527
BFGS:   87 19:05:56        3.895148        0.205103
BFGS:   58 19:05:56        3.968050        0.201051
BFGS:   48 19:05:57        2.645955        0.205908
BFGS:   34 19:05:58        2.880686        0.194453
BFGS:   88 19:05:58        3.907969        0.206134
BFGS:   59 19:05:58        3.961555        0.201369
BFGS:   49 19:05:59        2.653806        0.204491
BFGS:   35 19:06:00        2.875136        0.194861
BFGS:   89 19:06:00        3.905852        0.206050
BFGS:   60 19:06:00        3.959716        0.201568
BFGS:   50 19:06:01        2.645072        0.201848
BFGS:   90 19:06:02        3.894134        0.204914
BFGS:   36 19:06:02        2.870528        0.195227
BFGS:   61 19:06:02        3.954467        0.202301
BFGS:   51 19:06:03        2.630151        0.199163
BFGS:   91 19:06:04        3.911158        0.206338
BFGS:   37 19:06:04        2.861349        0.196017
BFGS:   62 19:06:04        3.949525        0.203177
BFGS:   52 19:06:05        2.627379        0.199024
BFGS:   92 19:06:05        3.906298        0.206148
BFGS:   63 19:06:06        3.939739        0.205453
BFGS:   38 19:06:06        2.849817        0.197054
BFGS:   53 19:06:06        2.624751        0.198876
BFGS:   93 19:06:07        3.895037        0.204912
BFGS:   64 19:06:08        3.929971        0.208965
BFGS:   39 19:06:08        2.836386        0.197777
BFGS:   54 19:06:08        2.622440        0.198664
BFGS:   94 19:06:09        3.915619        0.206636
BFGS:   65 19:06:10        3.938117        0.210127
BFGS:   40 19:06:10        2.822740        0.199519
BFGS:   55 19:06:10        2.617786        0.198002
BFGS:   95 19:06:11        3.906806        0.206265
BFGS:   66 19:06:11        3.978164        0.212908
BFGS:   41 19:06:12        2.825595        0.198808
BFGS:   56 19:06:12        2.613207        0.196865
BFGS:   96 19:06:13        3.898658        0.205192
BFGS:   67 19:06:13        3.962016        0.211145
BFGS:   42 19:06:14        2.842562        0.197333
BFGS:   57 19:06:14        2.609610        0.194752
BFGS:   97 19:06:14        3.921751        0.207081
BFGS:   68 19:06:15        3.957132        0.210495
BFGS:   43 19:06:15        2.848037        0.197114
BFGS:   58 19:06:16        2.611412        0.192341
BFGS:   98 19:06:16        3.909044        0.206499
BFGS:   69 19:06:17        3.962073        0.211158
BFGS:   44 19:06:17        2.857190        0.196752
BFGS:   59 19:06:18        2.617978        0.191113
BFGS:   99 19:06:18        3.904133        0.205691
BFGS:   70 19:06:19        3.962256        0.211186
BFGS:   45 19:06:19        2.874624        0.196449
BFGS:  100 19:06:20        3.923575        0.207519
BFGS:   60 19:06:20        2.622409        0.191293
BFGS:   71 19:06:21        3.965635        0.211777
BFGS:   46 19:06:21        2.881524        0.195813
BFGS:   61 19:06:22        2.624360        0.191652
BFGS:   72 19:06:23        3.968650        0.212447
BFGS:   47 19:06:23        2.865533        0.194351
BFGS:   62 19:06:24        2.624653        0.191748
BFGS:   73 19:06:24        3.972471        0.213739
BFGS:   48 19:06:25        2.839233        0.193733
BFGS:   63 19:06:26        2.625932        0.191931
BFGS:   74 19:06:26        3.973932        0.215538
BFGS:   49 19:06:27        2.823150        0.193565
BFGS:   64 19:06:28        2.626023        0.191480
BFGS:   75 19:06:28        3.968960        0.217038
BFGS:   50 19:06:29        2.803423        0.193818
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:06:29        1.844374        0.156943
BFGS:   65 19:06:30        2.625428        0.190454
BFGS:   76 19:06:30        3.965636        0.215768
BFGS:   51 19:06:31        2.809887        0.193665
BFGS:    1 19:06:31        1.844167        0.156859
BFGS:   66 19:06:31        2.624986        0.190507
BFGS:   77 19:06:32        3.948773        0.212486
BFGS:   52 19:06:33        2.818039        0.193491
BFGS:    2 19:06:33        1.914399        0.158340
BFGS:   67 19:06:33        2.622531        0.190323
BFGS:   78 19:06:34        3.950436        0.213503
BFGS:   53 19:06:35        2.822971        0.193279
BFGS:    3 19:06:35        1.912175        0.158152
BFGS:   68 19:06:35        2.624059        0.190501
BFGS:   79 19:06:36        3.950507        0.213715
BFGS:   54 19:06:37        2.843614        0.191879
BFGS:   69 19:06:37        2.624520        0.190513
BFGS:    4 19:06:37        1.864201        0.153021
BFGS:   80 19:06:37        3.950989        0.213250
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:06:38        1.905341        0.169442
BFGS:   55 19:06:38        2.851158        0.190275
BFGS:   70 19:06:39        2.623716        0.190491
BFGS:   81 19:06:39        3.950814        0.213467
BFGS:    5 19:06:39        1.853113        0.150253
BFGS:    1 19:06:40        1.904846        0.169501
BFGS:   56 19:06:40        2.840415        0.188367
BFGS:   71 19:06:41        2.623939        0.190511
BFGS:   82 19:06:41        3.950908        0.213287
BFGS:    6 19:06:41        1.885339        0.148878
BFGS:    2 19:06:42        1.935267        0.184656
BFGS:   57 19:06:42        2.830649        0.187858
BFGS:   83 19:06:43        3.950936        0.213114
BFGS:   72 19:06:43        2.624158        0.190533
BFGS:    7 19:06:43        1.914826        0.150059
BFGS:    3 19:06:44        1.934212        0.184574
BFGS:   58 19:06:44        2.835176        0.188278
BFGS:   84 19:06:45        3.950736        0.212565
BFGS:   73 19:06:45        2.623616        0.190464
BFGS:    8 19:06:45        1.923651        0.150793
BFGS:    4 19:06:46        1.879945        0.176149
BFGS:   59 19:06:46        2.836509        0.188414
BFGS:   85 19:06:47        3.949998        0.211071
BFGS:   74 19:06:47        2.623536        0.190432
BFGS:    9 19:06:48        1.931355        0.151757
BFGS:    5 19:06:48        1.867896        0.175001
BFGS:   60 19:06:48        2.835845        0.188377
BFGS:   86 19:06:49        3.958195        0.209843
BFGS:   75 19:06:49        2.623438        0.190211
BFGS:   10 19:06:50        1.943136        0.153046
BFGS:    6 19:06:50        1.853508        0.173713
BFGS:   61 19:06:50        2.829401        0.188010
BFGS:   87 19:06:50        3.948831        0.210901
BFGS:   76 19:06:51        2.623537        0.190055
BFGS:   11 19:06:52        1.952751        0.154415
BFGS:    7 19:06:52        1.837578        0.172624
BFGS:   62 19:06:52        2.826556        0.187877
BFGS:   88 19:06:52        3.954472        0.213381
BFGS:   77 19:06:53        2.624910        0.189547
BFGS:   12 19:06:54        1.953761        0.155132
BFGS:   63 19:06:54        2.821819        0.187388
BFGS:    8 19:06:54        1.812710        0.171624
BFGS:   89 19:06:54        3.944813        0.209589
BFGS:   78 19:06:55        2.626075        0.189403
BFGS:   13 19:06:56        1.931157        0.153560
BFGS:   64 19:06:56        2.826504        0.186879
BFGS:    9 19:06:56        1.779080        0.171909
BFGS:   90 19:06:56        3.952147        0.211724
BFGS:   79 19:06:56        2.627272        0.189388
BFGS:   65 19:06:58        2.836153        0.186862
BFGS:   91 19:06:58        3.947465        0.207804
BFGS:   14 19:06:58        1.896209        0.150589
BFGS:   10 19:06:58        1.757507        0.174438
BFGS:   80 19:06:58        2.626520        0.189404
BFGS:   66 19:07:00        2.841538        0.187135
BFGS:   92 19:07:00        3.952978        0.209172
BFGS:   15 19:07:00        1.876570        0.148843
BFGS:   11 19:07:00        1.755253        0.177449
BFGS:   81 19:07:00        2.626864        0.189394
BFGS:   93 19:07:02        3.945678        0.207940
BFGS:   67 19:07:02        2.847707        0.187488
BFGS:   16 19:07:02        1.869677        0.148224
BFGS:   12 19:07:02        1.769971        0.179729
BFGS:   82 19:07:02        2.627041        0.189388
BFGS:   94 19:07:03        3.951018        0.208797
BFGS:   68 19:07:03        2.847744        0.187549
BFGS:   17 19:07:04        1.862042        0.147563
BFGS:   13 19:07:04        1.770940        0.179812
BFGS:   83 19:07:04        2.626965        0.189391
BFGS:   95 19:07:05        3.952443        0.209062
BFGS:   69 19:07:05        2.856942        0.188495
BFGS:   18 19:07:06        1.850701        0.146541
BFGS:   84 19:07:06        2.626944        0.189394
